 # k, pm_lin, pm_lin_IR, pm_1loop_IR, pb1b2, pb1bG2, pb1bGamma3, pb22, pb2bg2, pbg22
 9.703900e-01 7.599400e+01 7.566432e+01 5.155542e+02 5.194379e+02 -7.611866e+02 -4.726700e+02 -1.937329e+03 -6.596148e+02 5.088876e+02 
 9.843500e-01 7.354200e+01 7.322529e+01 5.068237e+02 5.110050e+02 -7.483653e+02 -4.627976e+02 -1.942688e+03 -6.475268e+02 4.997310e+02 
 9.985100e-01 7.116600e+01 7.086183e+01 4.981869e+02 5.026484e+02 -7.356779e+02 -4.530948e+02 -1.947964e+03 -6.355978e+02 4.906889e+02 
 1.012900e+00 6.886400e+01 6.856781e+01 4.896176e+02 4.943566e+02 -7.231050e+02 -4.435384e+02 -1.953171e+03 -6.238062e+02 4.817452e+02 
 1.027500e+00 6.663300e+01 6.634471e+01 4.811733e+02 4.861487e+02 -7.106606e+02 -4.341455e+02 -1.958300e+03 -6.121711e+02 4.729148e+02 
 1.042200e+00 6.447200e+01 6.420661e+01 4.729062e+02 4.780827e+02 -6.984464e+02 -4.249810e+02 -1.963311e+03 -6.007786e+02 4.642633e+02 
 1.057200e+00 6.237800e+01 6.212264e+01 4.647109e+02 4.700495e+02 -6.862988e+02 -4.159180e+02 -1.968274e+03 -5.894746e+02 4.556738e+02 
 1.072400e+00 6.034900e+01 6.010582e+01 4.565746e+02 4.621083e+02 -6.743002e+02 -4.070245e+02 -1.973154e+03 -5.783385e+02 4.472070e+02 
 4.009122e-03 1.272031e+04 1.272032e+04 1.271628e+04 -6.904976e-01 -3.380983e-01 -2.587760e+01 -1.062031e+00 -2.582457e+01 1.161633e+00 
 7.008279e-03 1.852927e+04 1.852929e+04 1.851198e+04 -9.179280e-01 -2.824214e+00 -1.119432e+02 -3.203242e+00 -7.627271e+01 7.863312e+00 
 9.846258e-03 2.196539e+04 2.196542e+04 2.192647e+04 7.837524e-01 -9.644056e+00 -2.540922e+02 -6.226517e+00 -1.442002e+02 2.306450e+01 
 1.275670e-02 2.394102e+04 2.394101e+04 2.387284e+04 5.838986e+00 -2.339271e+01 -4.498971e+02 -1.027180e+01 -2.296907e+02 4.928921e+01 
 1.601454e-02 2.476728e+04 2.476674e+04 2.466193e+04 1.659088e+01 -4.860840e+01 -7.066505e+02 -1.586389e+01 -3.389136e+02 9.110510e+01 
 1.923262e-02 2.454600e+04 2.454355e+04 2.440410e+04 3.295885e+01 -8.417199e+01 -9.735845e+02 -2.242478e+01 -4.556068e+02 1.433222e+02 
 2.221655e-02 2.370592e+04 2.370049e+04 2.353409e+04 5.305172e+01 -1.259132e+02 -1.213081e+03 -2.937859e+01 -5.678012e+02 1.989765e+02 
 2.521154e-02 2.247305e+04 2.246500e+04 2.227765e+04 7.738210e+01 -1.749052e+02 -1.432637e+03 -3.715964e+01 -6.815292e+02 2.595348e+02 
 2.845465e-02 2.091068e+04 2.090254e+04 2.069853e+04 1.074892e+02 -2.339903e+02 -1.639776e+03 -4.644769e+01 -8.037218e+02 3.282173e+02 
 3.170923e-02 1.927657e+04 1.927295e+04 1.905688e+04 1.405593e+02 -2.974568e+02 -1.814742e+03 -5.662788e+01 -9.237612e+02 3.986604e+02 
 3.474996e-02 1.780342e+04 1.780819e+04 1.758396e+04 1.731518e+02 -3.588460e+02 -1.952564e+03 -6.687395e+01 -1.032704e+03 4.648407e+02 
 3.779067e-02 1.645400e+04 1.646970e+04 1.623989e+04 2.067308e+02 -4.210888e+02 -2.072428e+03 -7.779116e+01 -1.138091e+03 5.308537e+02 
 4.098137e-02 1.521094e+04 1.523853e+04 1.500562e+04 2.425691e+02 -4.865545e+02 -2.186894e+03 -8.992235e+01 -1.244627e+03 5.996962e+02 
 4.415116e-02 1.416660e+04 1.420366e+04 1.397072e+04 2.785576e+02 -5.514361e+02 -2.296892e+03 -1.026136e+02 -1.346250e+03 6.675587e+02 
 4.717609e-02 1.334016e+04 1.338190e+04 1.315211e+04 3.132382e+02 -6.132439e+02 -2.403675e+03 -1.152726e+02 -1.439256e+03 7.317708e+02 
 5.028003e-02 1.264465e+04 1.268526e+04 1.246217e+04 3.492712e+02 -6.767985e+02 -2.518024e+03 -1.287719e+02 -1.530593e+03 7.969910e+02 
 5.350694e-02 1.205731e+04 1.208950e+04 1.187732e+04 3.873910e+02 -7.433574e+02 -2.642981e+03 -1.433091e+02 -1.621043e+03 8.638554e+02 
 5.671367e-02 1.157286e+04 1.158998e+04 1.139253e+04 4.260907e+02 -8.103134e+02 -2.770736e+03 -1.582144e+02 -1.706240e+03 9.290089e+02 
 5.980448e-02 1.116770e+04 1.116521e+04 1.098539e+04 4.642485e+02 -8.757078e+02 -2.893543e+03 -1.729740e+02 -1.783765e+03 9.901701e+02 
 6.289022e-02 1.079165e+04 1.076704e+04 1.060768e+04 5.031384e+02 -9.417761e+02 -3.010113e+03 -1.880504e+02 -1.856543e+03 1.049191e+03 
 6.607451e-02 1.040870e+04 1.036134e+04 1.022548e+04 5.439253e+02 -1.010421e+03 -3.118367e+03 -2.039308e+02 -1.926679e+03 1.107496e+03 
 6.922816e-02 1.001323e+04 9.946742e+03 9.835764e+03 5.846689e+02 -1.078340e+03 -3.207397e+03 -2.199448e+02 -1.991103e+03 1.162220e+03 
 7.232486e-02 9.599933e+03 9.520465e+03 9.434764e+03 6.245929e+02 -1.144239e+03 -3.273451e+03 -2.359112e+02 -2.049492e+03 1.212716e+03 
 7.542675e-02 9.157021e+03 9.072464e+03 9.012280e+03 6.640271e+02 -1.208714e+03 -3.315961e+03 -2.521114e+02 -2.103232e+03 1.259890e+03 
 7.858645e-02 8.680282e+03 8.599709e+03 8.565020e+03 7.031327e+02 -1.271977e+03 -3.334858e+03 -2.687957e+02 -2.153231e+03 1.304346e+03 
 8.177089e-02 8.183879e+03 8.116499e+03 8.106730e+03 7.409883e+02 -1.332567e+03 -3.331682e+03 -2.857629e+02 -2.199060e+03 1.345566e+03 
 8.491281e-02 7.691616e+03 7.645007e+03 7.658799e+03 7.763947e+02 -1.388636e+03 -3.310783e+03 -3.026214e+02 -2.240053e+03 1.382849e+03 
 8.805068e-02 7.212310e+03 7.191820e+03 7.228063e+03 8.095931e+02 -1.440616e+03 -3.278036e+03 -3.195454e+02 -2.277167e+03 1.417004e+03 
 9.119993e-02 6.757042e+03 6.765342e+03 6.823140e+03 8.405656e+02 -1.488589e+03 -3.239136e+03 -3.365916e+02 -2.310890e+03 1.448473e+03 
 9.432535e-02 6.342104e+03 6.378416e+03 6.456878e+03 8.690373e+02 -1.532200e+03 -3.200338e+03 -3.535388e+02 -2.341241e+03 1.477272e+03 
 9.745408e-02 5.970923e+03 6.031900e+03 6.130522e+03 8.953605e+02 -1.572131e+03 -3.165985e+03 -3.705100e+02 -2.368796e+03 1.503966e+03 
 1.005713e-01 5.649376e+03 5.729084e+03 5.847553e+03 9.196781e+02 -1.608653e+03 -3.139779e+03 -3.874021e+02 -2.393738e+03 1.528735e+03 
 1.036977e-01 5.375119e+03 5.466170e+03 5.604617e+03 9.424225e+02 -1.642543e+03 -3.123345e+03 -4.043076e+02 -2.416467e+03 1.551975e+03 
 1.068695e-01 5.144611e+03 5.238296e+03 5.397327e+03 9.641609e+02 -1.674651e+03 -3.117793e+03 -4.214002e+02 -2.437381e+03 1.574098e+03 
 1.100165e-01 4.956929e+03 5.044630e+03 5.224503e+03 9.847065e+02 -1.704839e+03 -3.122141e+03 -4.382889e+02 -2.456142e+03 1.594717e+03 
 1.131465e-01 4.803886e+03 4.877854e+03 5.078980e+03 1.004420e+03 -1.733628e+03 -3.134418e+03 -4.550032e+02 -2.472937e+03 1.613974e+03 
 1.162993e-01 4.674825e+03 4.728809e+03 4.951875e+03 1.023783e+03 -1.761801e+03 -3.151795e+03 -4.717466e+02 -2.488071e+03 1.632143e+03 
 1.194446e-01 4.563273e+03 4.593032e+03 4.838474e+03 1.042777e+03 -1.789271e+03 -3.170652e+03 -4.883544e+02 -2.501425e+03 1.649022e+03 
 1.225609e-01 4.460188e+03 4.464610e+03 4.732431e+03 1.061309e+03 -1.815980e+03 -3.188211e+03 -5.047003e+02 -2.512966e+03 1.664477e+03 
 1.256869e-01 4.357175e+03 4.337360e+03 4.627763e+03 1.079647e+03 -1.842275e+03 -3.201049e+03 -5.209880e+02 -2.522901e+03 1.678686e+03 
 1.288535e-01 4.247154e+03 4.206520e+03 4.519627e+03 1.097885e+03 -1.868244e+03 -3.206642e+03 -5.373745e+02 -2.531317e+03 1.691718e+03 
 1.320102e-01 4.127773e+03 4.072173e+03 4.407464e+03 1.115587e+03 -1.893278e+03 -3.203030e+03 -5.535873e+02 -2.538111e+03 1.703335e+03 
 1.351449e-01 3.997454e+03 3.934200e+03 4.290925e+03 1.132563e+03 -1.917037e+03 -3.189515e+03 -5.695657e+02 -2.543337e+03 1.713517e+03 
 1.382808e-01 3.856216e+03 3.792768e+03 4.170367e+03 1.148739e+03 -1.939493e+03 -3.166518e+03 -5.854265e+02 -2.547095e+03 1.722358e+03 
 1.414349e-01 3.704508e+03 3.648395e+03 4.045929e+03 1.164091e+03 -1.960490e+03 -3.134854e+03 -6.012490e+02 -2.549505e+03 1.729974e+03 
 1.445743e-01 3.547642e+03 3.505117e+03 3.921479e+03 1.178325e+03 -1.979661e+03 -3.096892e+03 -6.168659e+02 -2.550631e+03 1.736353e+03 
 1.476762e-01 3.391387e+03 3.366631e+03 3.800586e+03 1.191261e+03 -1.996766e+03 -3.055360e+03 -6.321593e+02 -2.550574e+03 1.741548e+03 
 1.508038e-01 3.236562e+03 3.232242e+03 3.682991e+03 1.203161e+03 -2.012162e+03 -3.011720e+03 -6.474391e+02 -2.549458e+03 1.745784e+03 
 1.539691e-01 3.086149e+03 3.103257e+03 3.570021e+03 1.214047e+03 -2.025909e+03 -2.967691e+03 -6.627500e+02 -2.547351e+03 1.749149e+03 
 1.571380e-01 2.946991e+03 2.983414e+03 3.465343e+03 1.223814e+03 -2.037865e+03 -2.926446e+03 -6.779270e+02 -2.544331e+03 1.751673e+03 
 1.602731e-01 2.821572e+03 2.874016e+03 3.370228e+03 1.232478e+03 -2.048132e+03 -2.889083e+03 -6.927929e+02 -2.540554e+03 1.753447e+03 
 1.634064e-01 2.710868e+03 2.774430e+03 3.284262e+03 1.240260e+03 -2.057024e+03 -2.856455e+03 -7.074854e+02 -2.536070e+03 1.754579e+03 
 1.665619e-01 2.614310e+03 2.683458e+03 3.206536e+03 1.247323e+03 -2.064810e+03 -2.828530e+03 -7.221211e+02 -2.530903e+03 1.755136e+03 
 1.697023e-01 2.532208e+03 2.601254e+03 3.137116e+03 1.253715e+03 -2.071556e+03 -2.805289e+03 -7.365215e+02 -2.525166e+03 1.755165e+03 
 1.728196e-01 2.462916e+03 2.526693e+03 3.074934e+03 1.259564e+03 -2.077517e+03 -2.786040e+03 -7.506538e+02 -2.518925e+03 1.754710e+03 
 1.759404e-01 2.403964e+03 2.457919e+03 3.018300e+03 1.265001e+03 -2.082856e+03 -2.769743e+03 -7.646419e+02 -2.512171e+03 1.753803e+03 
 1.791016e-01 2.352353e+03 2.392888e+03 2.965329e+03 1.270176e+03 -2.087750e+03 -2.755206e+03 -7.786491e+02 -2.504839e+03 1.752442e+03 
 1.822559e-01 2.306359e+03 2.331393e+03 2.915760e+03 1.275040e+03 -2.092219e+03 -2.741434e+03 -7.924608e+02 -2.497058e+03 1.750652e+03 
 1.853820e-01 2.263352e+03 2.272597e+03 2.868530e+03 1.279613e+03 -2.096282e+03 -2.727414e+03 -8.059922e+02 -2.488910e+03 1.748463e+03 
 1.885270e-01 2.220395e+03 2.214745e+03 2.822103e+03 1.283944e+03 -2.099990e+03 -2.711966e+03 -8.194431e+02 -2.480277e+03 1.745833e+03 
 1.916794e-01 2.175702e+03 2.157433e+03 2.775984e+03 1.288033e+03 -2.103327e+03 -2.694487e+03 -8.327698e+02 -2.471220e+03 1.742791e+03 
 1.948257e-01 2.128190e+03 2.100571e+03 2.729948e+03 1.291811e+03 -2.106247e+03 -2.674717e+03 -8.459191e+02 -2.461800e+03 1.739359e+03 
 1.979385e-01 2.077546e+03 2.044520e+03 2.684330e+03 1.295235e+03 -2.108663e+03 -2.652578e+03 -8.587693e+02 -2.452105e+03 1.735564e+03 
 2.010563e-01 2.023062e+03 1.988679e+03 2.638440e+03 1.298311e+03 -2.110587e+03 -2.628112e+03 -8.714946e+02 -2.442069e+03 1.731408e+03 
 2.042269e-01 1.964292e+03 1.932470e+03 2.592001e+03 1.301042e+03 -2.111953e+03 -2.601165e+03 -8.842804e+02 -2.431530e+03 1.726810e+03 
 2.073848e-01 1.903283e+03 1.877416e+03 2.546160e+03 1.303356e+03 -2.112699e+03 -2.572872e+03 -8.968632e+02 -2.420744e+03 1.721902e+03 
 2.105272e-01 1.841285e+03 1.823931e+03 2.501371e+03 1.305226e+03 -2.112790e+03 -2.543800e+03 -9.092297e+02 -2.409736e+03 1.716698e+03 
 2.136644e-01 1.779835e+03 1.772291e+03 2.457898e+03 1.306676e+03 -2.112284e+03 -2.514643e+03 -9.214312e+02 -2.398509e+03 1.711225e+03 
 2.168107e-01 1.719751e+03 1.722498e+03 2.415844e+03 1.307717e+03 -2.111195e+03 -2.485741e+03 -9.335171e+02 -2.387031e+03 1.705472e+03 
 2.199591e-01 1.662443e+03 1.674904e+03 2.375516e+03 1.308356e+03 -2.109506e+03 -2.457639e+03 -9.454609e+02 -2.375351e+03 1.699480e+03 
 2.230742e-01 1.609281e+03 1.630080e+03 2.337525e+03 1.308638e+03 -2.107304e+03 -2.430885e+03 -9.571338e+02 -2.363630e+03 1.693345e+03 
 2.262094e-01 1.560180e+03 1.587306e+03 2.301152e+03 1.308583e+03 -2.104606e+03 -2.405269e+03 -9.687395e+02 -2.351684e+03 1.686983e+03 
 2.293577e-01 1.515893e+03 1.546690e+03 2.266608e+03 1.308231e+03 -2.101474e+03 -2.381099e+03 -9.802411e+02 -2.339554e+03 1.680418e+03 
 2.325128e-01 1.475943e+03 1.508060e+03 2.233744e+03 1.307606e+03 -2.097938e+03 -2.358072e+03 -9.916271e+02 -2.327281e+03 1.673685e+03 
 2.356571e-01 1.440746e+03 1.471533e+03 2.202671e+03 1.306758e+03 -2.094119e+03 -2.336331e+03 -1.002831e+03 -2.314949e+03 1.666833e+03 
 2.387902e-01 1.409562e+03 1.436840e+03 2.173187e+03 1.305715e+03 -2.090019e+03 -2.315654e+03 -1.013856e+03 -2.302571e+03 1.659878e+03 
 2.419406e-01 1.381423e+03 1.403438e+03 2.144790e+03 1.304462e+03 -2.085634e+03 -2.295554e+03 -1.024806e+03 -2.290044e+03 1.652762e+03 
 2.450751e-01 1.355808e+03 1.371461e+03 2.117539e+03 1.303066e+03 -2.081060e+03 -2.275984e+03 -1.035562e+03 -2.277509e+03 1.645570e+03 
 2.481998e-01 1.331811e+03 1.340635e+03 2.091264e+03 1.301507e+03 -2.076311e+03 -2.256707e+03 -1.046151e+03 -2.264952e+03 1.638296e+03 
 2.513331e-01 1.308553e+03 1.310624e+03 2.065609e+03 1.299800e+03 -2.071350e+03 -2.237399e+03 -1.056638e+03 -2.252306e+03 1.630903e+03 
 2.544823e-01 1.285208e+03 1.281230e+03 2.040388e+03 1.297941e+03 -2.066161e+03 -2.217842e+03 -1.067047e+03 -2.239549e+03 1.623379e+03 
 2.576375e-01 1.261294e+03 1.252466e+03 2.015602e+03 1.295931e+03 -2.060838e+03 -2.198001e+03 -1.077346e+03 -2.226728e+03 1.615752e+03 
 2.607833e-01 1.236717e+03 1.224442e+03 1.991401e+03 1.293783e+03 -2.055319e+03 -2.177952e+03 -1.087488e+03 -2.213910e+03 1.608064e+03 
 2.639145e-01 1.211250e+03 1.197165e+03 1.967723e+03 1.291496e+03 -2.049641e+03 -2.157760e+03 -1.097456e+03 -2.201129e+03 1.600339e+03 
 2.670582e-01 1.184598e+03 1.170395e+03 1.944289e+03 1.289052e+03 -2.043785e+03 -2.137275e+03 -1.107341e+03 -2.188279e+03 1.592514e+03 
 2.702154e-01 1.157066e+03 1.144171e+03 1.921272e+03 1.286454e+03 -2.037679e+03 -2.116607e+03 -1.117145e+03 -2.175361e+03 1.584590e+03 
 2.733490e-01 1.129206e+03 1.118820e+03 1.898917e+03 1.283729e+03 -2.031471e+03 -2.096088e+03 -1.126756e+03 -2.162536e+03 1.576672e+03 
 2.764800e-01 1.101174e+03 1.094188e+03 1.876956e+03 1.280870e+03 -2.025079e+03 -2.075682e+03 -1.136240e+03 -2.149723e+03 1.568712e+03 
 2.796222e-01 1.073393e+03 1.070210e+03 1.855457e+03 1.277862e+03 -2.018474e+03 -2.055417e+03 -1.145641e+03 -2.136873e+03 1.560680e+03 
 2.827775e-01 1.046123e+03 1.046880e+03 1.834462e+03 1.274721e+03 -2.011702e+03 -2.035342e+03 -1.154966e+03 -2.123983e+03 1.552578e+03 
 2.859274e-01 1.020024e+03 1.024355e+03 1.814127e+03 1.271451e+03 -2.004775e+03 -2.015681e+03 -1.164157e+03 -2.111136e+03 1.544460e+03 
 2.890615e-01 9.954403e+02 1.002692e+03 1.794348e+03 1.268089e+03 -1.997739e+03 -1.996524e+03 -1.173187e+03 -2.098378e+03 1.536357e+03 
 2.922029e-01 9.722690e+02 9.816984e+02 1.775124e+03 1.264621e+03 -1.990576e+03 -1.977705e+03 -1.182129e+03 -2.085620e+03 1.528218e+03 
 2.953348e-01 9.507630e+02 9.614622e+02 1.756475e+03 1.261066e+03 -1.983303e+03 -1.959321e+03 -1.190937e+03 -2.072934e+03 1.520090e+03 
 2.984582e-01 9.309499e+02 9.419403e+02 1.738352e+03 1.257432e+03 -1.975946e+03 -1.941404e+03 -1.199607e+03 -2.060320e+03 1.511972e+03 
 3.015856e-01 9.126160e+02 9.230125e+02 1.720666e+03 1.253716e+03 -1.968498e+03 -1.923815e+03 -1.208184e+03 -2.047732e+03 1.503840e+03 
 3.047346e-01 8.954740e+02 9.045377e+02 1.703381e+03 1.249893e+03 -1.960909e+03 -1.906381e+03 -1.216719e+03 -2.035100e+03 1.495649e+03 
 3.079061e-01 8.793813e+02 8.864852e+02 1.686297e+03 1.245985e+03 -1.953188e+03 -1.889136e+03 -1.225205e+03 -2.022427e+03 1.487400e+03 
 3.110513e-01 8.643312e+02 8.690957e+02 1.669825e+03 1.242038e+03 -1.945458e+03 -1.872256e+03 -1.233518e+03 -2.009910e+03 1.479224e+03 
 3.141832e-01 8.499466e+02 8.522524e+02 1.653712e+03 1.238044e+03 -1.937724e+03 -1.855628e+03 -1.241701e+03 -1.997495e+03 1.471088e+03 
 3.173233e-01 8.358516e+02 8.358077e+02 1.637937e+03 1.233992e+03 -1.929889e+03 -1.839134e+03 -1.249797e+03 -1.985105e+03 1.462940e+03 
 3.204700e-01 8.218891e+02 8.197530e+02 1.622376e+03 1.229868e+03 -1.922000e+03 -1.822747e+03 -1.257818e+03 -1.972744e+03 1.454786e+03 
 3.236188e-01 8.079227e+02 8.040945e+02 1.607185e+03 1.225683e+03 -1.914069e+03 -1.806490e+03 -1.265745e+03 -1.960435e+03 1.446640e+03 
 3.267386e-01 7.939640e+02 7.889660e+02 1.592351e+03 1.221505e+03 -1.906138e+03 -1.790517e+03 -1.273502e+03 -1.948299e+03 1.438586e+03 
 3.298821e-01 7.797260e+02 7.741002e+02 1.577708e+03 1.217240e+03 -1.898121e+03 -1.774556e+03 -1.281231e+03 -1.936133e+03 1.430489e+03 
 3.330378e-01 7.652470e+02 7.595485e+02 1.563268e+03 1.212905e+03 -1.890024e+03 -1.758683e+03 -1.288895e+03 -1.923987e+03 1.422380e+03 
 3.361703e-01 7.507298e+02 7.454644e+02 1.549211e+03 1.208574e+03 -1.881973e+03 -1.743069e+03 -1.296415e+03 -1.911993e+03 1.414353e+03 
 3.393042e-01 7.361680e+02 7.317282e+02 1.535388e+03 1.204192e+03 -1.873860e+03 -1.727624e+03 -1.303841e+03 -1.900065e+03 1.406347e+03 
 3.424570e-01 7.215920e+02 7.182602e+02 1.521730e+03 1.199743e+03 -1.865671e+03 -1.712251e+03 -1.311231e+03 -1.888128e+03 1.398317e+03 
 3.456128e-01 7.071881e+02 7.051250e+02 1.508336e+03 1.195265e+03 -1.857464e+03 -1.697062e+03 -1.318534e+03 -1.876256e+03 1.390309e+03 
 3.487358e-01 6.932358e+02 6.924594e+02 1.495300e+03 1.190802e+03 -1.849331e+03 -1.682211e+03 -1.325678e+03 -1.864573e+03 1.382411e+03 
 3.518656e-01 6.796810e+02 6.800910e+02 1.482510e+03 1.186285e+03 -1.841124e+03 -1.667530e+03 -1.332753e+03 -1.852939e+03 1.374527e+03 
 3.550111e-01 6.665973e+02 6.679797e+02 1.469859e+03 1.181731e+03 -1.832876e+03 -1.652974e+03 -1.339779e+03 -1.841318e+03 1.366636e+03 
 3.581628e-01 6.540426e+02 6.561544e+02 1.457445e+03 1.177146e+03 -1.824602e+03 -1.638580e+03 -1.346739e+03 -1.829748e+03 1.358761e+03 
 3.613007e-01 6.421079e+02 6.446787e+02 1.445296e+03 1.172557e+03 -1.816361e+03 -1.624453e+03 -1.353582e+03 -1.818307e+03 1.350956e+03 
 3.644361e-01 6.307833e+02 6.334994e+02 1.433347e+03 1.167951e+03 -1.808112e+03 -1.610513e+03 -1.360347e+03 -1.806944e+03 1.343192e+03 
 3.675942e-01 6.199667e+02 6.225191e+02 1.421504e+03 1.163295e+03 -1.799800e+03 -1.596671e+03 -1.367075e+03 -1.795581e+03 1.335411e+03 
 3.707345e-01 6.097421e+02 6.118686e+02 1.409963e+03 1.158657e+03 -1.791526e+03 -1.583077e+03 -1.373690e+03 -1.784355e+03 1.327710e+03 
 3.738555e-01 6.000160e+02 6.015383e+02 1.398696e+03 1.154021e+03 -1.783336e+03 -1.569726e+03 -1.380193e+03 -1.773270e+03 1.320092e+03 
 3.769945e-01 5.905933e+02 5.913954e+02 1.387571e+03 1.149352e+03 -1.775068e+03 -1.556478e+03 -1.386649e+03 -1.762205e+03 1.312473e+03 
 3.801460e-01 5.814346e+02 5.814529e+02 1.376553e+03 1.144656e+03 -1.766783e+03 -1.543327e+03 -1.393062e+03 -1.751169e+03 1.304861e+03 
 3.832949e-01 5.725017e+02 5.717510e+02 1.365683e+03 1.139951e+03 -1.758513e+03 -1.530337e+03 -1.399400e+03 -1.740217e+03 1.297296e+03 
 3.864372e-01 5.637208e+02 5.622932e+02 1.355033e+03 1.135255e+03 -1.750280e+03 -1.517537e+03 -1.405644e+03 -1.729373e+03 1.289791e+03 
 3.895750e-01 5.550417e+02 5.530652e+02 1.344638e+03 1.130555e+03 -1.742066e+03 -1.504895e+03 -1.411812e+03 -1.718618e+03 1.282336e+03 
 3.927261e-01 5.463866e+02 5.440094e+02 1.334262e+03 1.125837e+03 -1.733826e+03 -1.492337e+03 -1.417940e+03 -1.707891e+03 1.274890e+03 
 3.958707e-01 5.377869e+02 5.351770e+02 1.324066e+03 1.121111e+03 -1.725623e+03 -1.479965e+03 -1.423979e+03 -1.697272e+03 1.267506e+03 
 3.989973e-01 5.292657e+02 5.265924e+02 1.314114e+03 1.116424e+03 -1.717484e+03 -1.467818e+03 -1.429918e+03 -1.686788e+03 1.260205e+03 
 4.021289e-01 5.207679e+02 5.181862e+02 1.304289e+03 1.111725e+03 -1.709348e+03 -1.455783e+03 -1.435804e+03 -1.676362e+03 1.252935e+03 
 4.052812e-01 5.122679e+02 5.099135e+02 1.294562e+03 1.107000e+03 -1.701183e+03 -1.443795e+03 -1.441662e+03 -1.665943e+03 1.245659e+03 
 4.084324e-01 5.038493e+02 5.018276e+02 1.284951e+03 1.102264e+03 -1.693035e+03 -1.431963e+03 -1.447447e+03 -1.655613e+03 1.238435e+03 
 4.115631e-01 4.956039e+02 4.939717e+02 1.275581e+03 1.097573e+03 -1.684964e+03 -1.420341e+03 -1.453132e+03 -1.645424e+03 1.231300e+03 
 4.147058e-01 4.874891e+02 4.862590e+02 1.266274e+03 1.092859e+03 -1.676906e+03 -1.408808e+03 -1.458778e+03 -1.635271e+03 1.224181e+03 
 4.178560e-01 4.795463e+02 4.786974e+02 1.257038e+03 1.088145e+03 -1.668795e+03 -1.397379e+03 -1.464375e+03 -1.625168e+03 1.217089e+03 
 4.209977e-01 4.718379e+02 4.713205e+02 1.248040e+03 1.083442e+03 -1.660773e+03 -1.386130e+03 -1.469891e+03 -1.615178e+03 1.210064e+03 
 4.241299e-01 4.643856e+02 4.641248e+02 1.239149e+03 1.078762e+03 -1.652794e+03 -1.375045e+03 -1.475329e+03 -1.605292e+03 1.203106e+03 
 4.272653e-01 4.571718e+02 4.570762e+02 1.230386e+03 1.074088e+03 -1.644829e+03 -1.364076e+03 -1.480713e+03 -1.595472e+03 1.196184e+03 
 4.304221e-01 4.501543e+02 4.501312e+02 1.221696e+03 1.069381e+03 -1.636842e+03 -1.353158e+03 -1.486078e+03 -1.585656e+03 1.189260e+03 
 4.335700e-01 4.433944e+02 4.433531e+02 1.213132e+03 1.064700e+03 -1.628911e+03 -1.342396e+03 -1.491370e+03 -1.575946e+03 1.182399e+03 
 4.366977e-01 4.369014e+02 4.367601e+02 1.204750e+03 1.060060e+03 -1.621055e+03 -1.331833e+03 -1.496569e+03 -1.566374e+03 1.175630e+03 
 4.398326e-01 4.305982e+02 4.302899e+02 1.196471e+03 1.055428e+03 -1.613218e+03 -1.321372e+03 -1.501724e+03 -1.556857e+03 1.168892e+03 
 4.429785e-01 4.244462e+02 4.239317e+02 1.188210e+03 1.050785e+03 -1.605388e+03 -1.310992e+03 -1.506842e+03 -1.547378e+03 1.162175e+03 
 4.461270e-01 4.184364e+02 4.176997e+02 1.180096e+03 1.046145e+03 -1.597572e+03 -1.300721e+03 -1.511910e+03 -1.537966e+03 1.155497e+03 
 4.492612e-01 4.125880e+02 4.116235e+02 1.172114e+03 1.041543e+03 -1.589824e+03 -1.290612e+03 -1.516903e+03 -1.528668e+03 1.148895e+03 
 4.523875e-01 4.068698e+02 4.056858e+02 1.164204e+03 1.036966e+03 -1.582134e+03 -1.280641e+03 -1.521830e+03 -1.519465e+03 1.142353e+03 
 4.555308e-01 4.012029e+02 3.998363e+02 1.156439e+03 1.032375e+03 -1.574436e+03 -1.270728e+03 -1.526727e+03 -1.510291e+03 1.135822e+03 
 4.586829e-01 3.955798e+02 3.940885e+02 1.148757e+03 1.027778e+03 -1.566745e+03 -1.260900e+03 -1.531588e+03 -1.501162e+03 1.129319e+03 
 4.618286e-01 3.900347e+02 3.884674e+02 1.141135e+03 1.023207e+03 -1.559111e+03 -1.251208e+03 -1.536385e+03 -1.492126e+03 1.122876e+03 
 4.649727e-01 3.845651e+02 3.829613e+02 1.133647e+03 1.018655e+03 -1.551506e+03 -1.241630e+03 -1.541131e+03 -1.483163e+03 1.116480e+03 
 4.681226e-01 3.791503e+02 3.775545e+02 1.126254e+03 1.014110e+03 -1.543925e+03 -1.232140e+03 -1.545834e+03 -1.474256e+03 1.110117e+03 
 4.712698e-01 3.737981e+02 3.722588e+02 1.118882e+03 1.009580e+03 -1.536391e+03 -1.222768e+03 -1.550485e+03 -1.465428e+03 1.103805e+03 
 4.744061e-01 3.685317e+02 3.670847e+02 1.111647e+03 1.005087e+03 -1.528924e+03 -1.213533e+03 -1.555071e+03 -1.456700e+03 1.097559e+03 
 4.775360e-01 3.633557e+02 3.620216e+02 1.104532e+03 1.000615e+03 -1.521504e+03 -1.204408e+03 -1.559600e+03 -1.448057e+03 1.091369e+03 
 4.806779e-01 3.582489e+02 3.570373e+02 1.097424e+03 9.961424e+02 -1.514092e+03 -1.195349e+03 -1.564100e+03 -1.439451e+03 1.085199e+03 
